"Date","stock_id","Open","High","Low","Volume","Close"
2016-11-25,2,8.8,9.23,8.26,188147600,8.39
2016-11-25,3,786.5,786.75,738.030029,18840100,743.650024
2016-11-25,4,410.929993,412.799988,394.690002,3783100,402.380005
2016-11-25,5,19.969999,20.01,18.01,34112200,18.08
2016-11-25,6,28.737541,29.263565,28.433001,5018500,28.898117
2016-11-25,7,211.360001,227.160004,209.600006,21963400,226.630005
2016-11-25,8,71.239998,72.449997,69.589996,9462400,71.199997
2016-11-25,9,111.650002,112.440002,101.269997,2595700,101.760002
2016-11-25,10,58.860001,59.080002,55.299999,16084300,56.040001
2016-11-25,11,71.900002,72.339996,69.919998,27901100,71
2016-11-25,12,60.299999,61.41,58.939999,120706400,59.200001
2016-11-25,13,7.3425,7.4415,6.4185,5540880,6.655
2016-11-25,14,31.030001,31.77,30.23,1921800,30.290001
2016-11-25,15,58.93,61.23,57.599998,12578900,58.040001
2016-11-25,16,6.6,8.95,6.05,438400,7.85
2016-11-25,17,58,62.880001,53.02,18594200,53.330002
2016-11-25,18,50.919998,51.400002,46.880001,9744900,47.16
2016-12-02,1,109.169998,112.43,108.25,144115000,112.120003
2016-12-02,2,8.38,10.66,8.38,325562200,10.34
2016-12-02,3,743.400024,773.789978,736.700012,18545200,767.330017
2016-12-02,4,399.839996,410.829987,362.450012,9859200,369.059998
2016-12-02,5,18.09,19.23,17.940001,39985700,19.07
2016-12-02,6,28.792913,29.734219,28.250277,12810400,29.208195
2016-12-02,7,226,242.419998,221.220001,29094900,241.449997
2016-12-02,8,71.440002,73,70,13379900,72.540001
2016-12-02,9,101.800003,105.75,99.279999,3142800,101.800003
2016-12-02,10,56.119999,61.849998,55.84,14147800,61.490002
2016-12-02,11,71.139999,76.470001,71.080002,38203800,75.239998
2016-12-02,12,59.080002,61.580002,58.799999,121005200,61.009998
2016-12-02,13,4.84,5.184,4.76,5132880,5.18
2016-12-02,14,29.690001,31.41,29.52,1510500,31.34
2016-12-02,15,58.5,59.240002,57.639999,10749400,59.189999
2016-12-02,16,7.95,9.65,7,486100,7.15
2016-12-02,17,52.759998,57.060001,51.900002,10503800,56.810001
2016-12-02,18,47.200001,48.509998,45.950001,11118800,48.060001
2016-12-09,1,112.309998,116.730003,112.309998,185067100,115.82
2016-12-09,2,10.38,10.93,9.87,266751400,10.86
2016-12-09,3,770,782.460022,757.200012,19976800,761
2016-12-09,4,369.029999,385.790009,366.070007,6832500,382.350006
2016-12-09,5,19.17,19.370001,18.139999,37305000,18.35
2016-12-09,6,29.246954,30.39867,29.086378,18428500,29.88372
2016-12-09,7,240.610001,245.570007,235.369995,26160600,243
2016-12-09,8,72.650002,75.580002,72.400002,13187800,74.459999
2016-12-09,9,101.699997,105,101.370003,2853600,104.300003
2016-12-09,10,61.529999,61.77,55.25,15809400,55.279999
2016-12-09,11,75.099998,75.389999,73.449997,30949300,73.669998
2016-12-09,12,61.18,63.450001,61.130001,141289000,62.580002
2016-12-09,13,1.224,3.36,1,6089760,1.01
2016-12-09,14,32.049999,32.18,29.35,3846600,29.360001
2016-12-09,15,59.189999,61.23,58.889999,14625000,60.009998
2016-12-09,16,7.05,8.25,6.75,192200,7.3
2016-12-09,17,56.959999,57.950001,54.299999,7723200,55.34
2016-12-09,18,48.169998,49.549999,47.139999,11097500,47.380001
2016-12-16,1,116.470001,117.5,115.639999,143424600,116.290001
2016-12-16,2,10.94,11.75,10.52,264442600,11.6
2016-12-16,3,765,774.390015,754,15253200,766.340027
2016-12-16,4,383.049988,396.450012,383.049988,4314100,391.160004
2016-12-16,5,18.540001,19.120001,18.4,29929700,18.73
2016-12-16,6,29.900331,31.561462,29.390919,25803700,31.251385
2016-12-16,7,242.800003,243.649994,236.259995,21021700,240.119995
2016-12-16,8,74.900002,74.949997,73.150002,12627400,73.959999
2016-12-16,9,105.32,109.610001,104.82,2967100,106.610001
2016-12-16,10,53.07,53.130001,48.009998,22951100,48.240002
2016-12-16,11,73.879997,74.480003,72.559998,25019300,73.010002
2016-12-16,12,62.950001,64.099998,62.119999,142092600,63.549999
2016-12-16,13,12.66,13.29,12.2,7268200,12.32
2016-12-16,14,28.15,28.17,24.440001,5805000,24.610001
2016-12-16,15,60.150002,61.540001,60.150002,11383800,61.279999
2016-12-16,16,7.3,7.75,6.6,96700,6.7
2016-12-16,17,54.98,55.880001,52.099998,8408700,52.34
2016-12-16,18,47.57,49.75,45.630001,16937600,46.389999
2016-12-23,1,115.589996,118.019997,115.589996,68491800,116.730003
2016-12-23,2,11.3,12.42,11.01,198113500,11.59
2016-12-23,3,764.549988,780,757.98999,11079600,765.150024
2016-12-23,4,390.790009,394.279999,375.130005,2440100,376.609985
2016-12-23,5,18.700001,18.969999,18.35,10680100,18.41
2016-12-23,6,31.090809,31.921373,30.714285,10708500,31.057587
2016-12-23,7,239.539993,244.5,236.639999,9857700,238.179993
2016-12-23,8,73.900002,75.139999,73.209999,4436600,73.889999
2016-12-23,9,106.599998,114.870003,106.599998,2485300,107.540001
2016-12-23,10,48.529999,49.720001,47.93,7774700,48.290001
2016-12-23,11,73.099998,73.290001,71.239998,15697800,71.339996
2016-12-23,12,63.450001,64.07,62.73,49070900,62.900002
2016-12-23,13,12.3,13.05,12.03,3167700,12.2
2016-12-23,14,24.959999,26.200001,24.65,908700,25.940001
2016-12-23,15,61.389999,61.52,60.009998,3691300,61.09
2016-12-23,16,6.8,7.25,6.25,74300,6.4
2016-12-23,17,52.41,53.619999,51.27,3373300,51.810001
2016-12-23,18,46.470001,47.650002,46.169998,5629800,46.950001
2016-12-30,1,116.650002,117.199997,114.760002,102679900,116.610001
2016-12-30,2,11.7,11.78,11.02,178913800,11.24
2016-12-30,3,766.469971,782.400024,747.700012,16001100,780.450012
2016-12-30,4,376.519989,392.670013,372.869995,4060600,391.890015
2016-12-30,5,18.5,19.110001,18.219999,17879100,18.91
2016-12-30,6,31.057587,31.251385,30.254707,7159900,30.437431
2016-12-30,7,238.509995,244.970001,236.779999,13031000,241.320007
2016-12-30,8,73.849998,77.43,72.860001,9817600,76.809998
2016-12-30,9,107.160004,117.209999,106.849998,2474200,115.75
2016-12-30,10,48.439999,49.200001,44.02,16711300,45.560001
2016-12-30,11,71.629997,72.230003,70.489998,20573800,71.07
2016-12-30,12,62.959999,62.990002,62.029999,92490000,62.299999
2016-12-30,13,12.28,13.27,12.2,3970500,13.2
2016-12-30,14,26,26.25,25.77,808500,25.84
2016-12-30,15,61.119999,61.389999,60.080002,9136600,60.540001
2016-12-30,16,6.4,7,6.25,30700,6.75
2016-12-30,17,51.610001,55.799999,50.639999,6172800,54.560001
2016-12-30,18,47,49.75,46.16,7193700,49.200001
2017-01-06,1,116.779999,119.93,116.470001,144450700,119.25
2017-01-06,2,11.29,11.64,10.33,215581000,10.76
2017-01-06,3,782.359985,814.130005,778.47998,19857400,813.640015
2017-01-06,4,391.5,420.230011,390.359985,7281300,409.350006
2017-01-06,5,18.940001,19.139999,18.43,21093300,18.540001
2017-01-06,6,30.498339,31.539314,29.977852,10639500,31.445183
2017-01-06,7,242.289993,246.199997,239.050003,17601700,243.839996
2017-01-06,8,76.660004,81.059998,76.040001,12128600,79.120003
2017-01-06,9,115.769997,119.110001,112.519997,3126800,117.550003
2017-01-06,10,45.419998,46.150002,44.389999,12617300,45.029999
2017-01-06,11,71.199997,71.699997,70.540001,20085700,71.580002
2017-01-06,12,62.299999,63.400002,61.950001,101384100,62.610001
2017-01-06,13,13.45,13.97,12.53,5266800,12.82
2017-01-06,14,25.799999,27.889999,25.719999,2364500,27.6
2017-01-06,15,60.34,61.43,59.889999,11506800,60.610001
2017-01-06,16,6.5,6.7,5.9,85800,6.4
2017-01-06,17,54.82,58.060001,54.669998,10897500,56.330002
2017-01-06,18,49.009998,52.349998,48.560001,12219600,51.880001
2017-01-13,1,119.110001,120.5,118.220001,109862000,119.779999
2017-01-13,2,10.79,10.87,9.42,206818200,9.77
2017-01-13,3,814.320007,821.650024,803.440002,12357400,809.039978
2017-01-13,4,409.929993,413.950012,399.029999,2733300,408.869995
2017-01-13,5,18.59,19.34,18.530001,25492200,18.6
2017-01-13,6,31.240311,32.264675,30.813953,11699900,32.209301
2017-01-13,7,245.429993,247.770004,230.619995,22615600,231.410004
2017-01-13,8,79.239998,82.199997,78.57,10486900,78.620003
2017-01-13,9,117.989998,130.119995,113.849998,5398900,124.419998
2017-01-13,10,45.02,45.220001,42.860001,11658500,42.93
2017-01-13,11,71.400002,73.209999,71.059998,27478800,71.599998
2017-01-13,12,62.619999,62.98,62.029999,78208100,62.299999
2017-01-13,13,12.9,13.28,12.07,4239100,12.25
2017-01-13,14,25.9,26.190001,25.67,2524200,26.129999
2017-01-13,15,60.599998,61.82,60.189999,8189700,61.099998
2017-01-13,16,6.25,7.4,6,188400,6.95
2017-01-13,17,56.700001,57.650002,53.169998,9498900,53.82
2017-01-13,18,52.029999,53.580002,51.580002,7567300,52.16
2017-01-20,1,120.449997,122.440002,119.5,136574300,121.940002
2017-01-20,2,9.88,10.98,9.67,197523700,10.52
2017-01-20,3,815.280029,843.840027,805.080017,16654300,839.150024
2017-01-20,4,408.910004,425.609985,402.01001,3104200,418.730011
2017-01-20,5,18.719999,19.809999,18.610001,42005000,19.57
2017-01-20,6,32.165005,32.929127,31.915836,8086100,32.812847
2017-01-20,7,231.619995,240.789993,230.539993,20708600,239.580002
2017-01-20,8,78.550003,81.339996,78.07,12838100,80.279999
2017-01-20,9,124.290001,125.279999,119.150002,3396900,119.459999
2017-01-20,10,42.970001,45.639999,42.970001,13237700,44.32
2017-01-20,11,71.629997,74.75,71.239998,27353500,73.230003
2017-01-20,12,62.669998,64.540001,62.369999,145211300,64.269997
2017-01-20,13,12.19,12.43,11.69,5168600,12.25
2017-01-20,14,25.84,26.25,25.65,1121900,25.809999
2017-01-20,15,61.310001,61.630001,60.459999,8382500,60.759998
2017-01-20,16,6.8,7.1,6,44500,6.5
2017-01-20,17,53.93,60,52.889999,9102600,57.73
2017-01-20,18,52.23,52.919998,50.759998,7765500,52.18
2017-01-27,1,122.139999,130.490005,120.620003,245836800,128.529999
2017-01-27,2,10.6,12.66,10.22,406412900,12.28
2017-01-27,3,839,842.48999,816.380005,21083900,839.950012
2017-01-27,4,419.059998,427.670013,412.170013,3945900,423.299988
2017-01-27,5,19.59,19.639999,18.629999,23095600,19.33
2017-01-27,6,32.691029,34.88372,31.915836,16889000,34.634552
2017-01-27,7,236.899994,237.970001,227.050003,19013000,230.410004
2017-01-27,8,80.580002,82.860001,78.400002,11878500,82.290001
2017-01-27,9,119.419998,123.879997,117.160004,2280800,123.190002
2017-01-27,10,44.450001,44.549999,42.32,14620500,43.509998
2017-01-27,11,73.290001,73.639999,71.900002,20122100,71.949997
2017-01-27,12,65.389999,65.910004,62.75,187238400,63.169998
2017-01-27,13,12.27,12.63,11.41,7051500,12.39
2017-01-27,14,25.629999,25.84,24.120001,1937600,25.09
2017-01-27,15,60.959999,62,60.169998,9311300,61.950001
2017-01-27,16,6.15,7.15,6.15,102300,6.4
2017-01-27,17,57.389999,58.439999,55.66,6924200,58.169998
2017-01-27,18,52.459999,53.470001,51.23,6208900,52.060001
2017-02-03,1,128.309998,132.449997,128.160004,140891000,132.419998
2017-02-03,2,12.37,14.27,12.04,508477400,13.42
2017-02-03,3,806.719971,825,803,23575100,821.359985
2017-02-03,4,430.950012,434.589996,395.079987,8711600,415.309998
2017-02-03,5,19.4,20.09,18.120001,42891800,18.32
2017-02-03,6,34.385384,35.791805,34.147285,10956100,35.631229
2017-02-03,7,234.520004,243.649994,234.199997,20975900,241.550003
2017-02-03,8,82.800003,84.260002,82.050003,10327400,83.639999
2017-02-03,9,123.019997,129.789993,122.709999,1938000,128.800003
2017-02-03,10,43.439999,46.389999,42.32,20797600,45.549999
2017-02-03,11,72.120003,73.690002,71.790001,23298600,73.529999
2017-02-03,12,63.5,64.440002,63.07,111116200,64.059998
2017-02-03,13,12.53,13.7,12.42,4956900,13.69
2017-02-03,14,26.41,26.76,25.67,729700,26.040001
2017-02-03,15,61.84,63.619999,61.41,8446600,62.889999
2017-02-03,16,6.4,8.35,6.4,234000,7.1
2017-02-03,17,59.200001,63.23,59.200001,7801700,62.810001
2017-02-03,18,52.400002,52.959999,51.450001,8091800,52.509998
2017-02-10,1,132.460007,136.270004,132.050003,134534800,135.350006
2017-02-10,2,13.86,13.95,12.84,238696300,12.97
2017-02-10,3,823.820007,845,822.849976,15078200,844.140015
2017-02-10,4,416.26001,426.540009,412.769989,3487900,424.76001
2017-02-10,5,18.35,19.91,18.25,50123600,18.690001
2017-02-10,6,35.454041,36.423035,35.437431,10243600,35.84164
2017-02-10,7,243.369995,251.949997,241.229996,16795400,249.440002
2017-02-10,8,83.650002,84.879997,83.099998,8991900,84.139999
2017-02-10,9,129,139.229996,128.520004,3069000,136.410004
2017-02-10,10,45.779999,46.470001,43.720001,16007800,44.18
2017-02-10,11,73.419998,77.470001,73.110001,29872200,76.32
2017-02-10,12,64.25,65.239998,63.98,101750700,64.519997
2017-02-10,13,13.37,13.96,12.94,5178900,12.98
2017-02-10,14,26.049999,26.17,24.68,1859800,25.370001
2017-02-10,15,62.549999,63.950001,62.299999,9747200,63.389999
2017-02-10,16,7.2,7.8,6.5,174100,6.7
2017-02-10,17,63.099998,63.779999,61.360001,7083300,62.860001
2017-02-10,18,52.700001,53.290001,46.84,27871900,46.919998
2017-02-17,1,135.100006,137.479996,135.100006,88330500,136.529999
2017-02-17,2,12.79,14.5,12.6,259067700,14.32
2017-02-17,3,842,860.859985,840.72998,12699000,852.190002
2017-02-17,4,424.459991,434.690002,420.709991,2693500,422.380005
2017-02-17,5,18.76,19.360001,18.67,16642400,18.82
2017-02-17,6,35.91362,36.423035,35.753044,10392600,35.764118
2017-02-17,7,247.509995,252.649994,247.110001,11030700,251.190002
2017-02-17,8,83.82,86.610001,83.160004,7893700,86.449997
2017-02-17,9,136.369995,138.660004,134.100006,1883700,135.399994
2017-02-17,10,44.310001,46.650002,43.66,15427600,43.939999
2017-02-17,11,76.160004,77.519997,75.730003,20115300,75.800003
2017-02-17,12,64.470001,64.949997,64.050003,81470500,64.620003
2017-02-17,13,12.9,13.48,12.86,4132900,13.2
2017-02-17,14,25.9,25.9,25.32,605600,25.59
2017-02-17,15,63.619999,65.559998,63.540001,8205700,65.410004
2017-02-17,16,6.65,6.8,6.25,38200,6.4
2017-02-17,17,62.93,66.459999,62.720001,8774800,64.900002
2017-02-17,18,46.970001,47.650002,43.209999,19518400,43.459999
2017-02-24,1,135.910004,140.279999,135.279999,128142500,138.960007
2017-02-24,2,14,15.55,13.86,461275800,13.9
2017-02-24,3,844.690002,854.830017,837.75,14087500,848.909973
2017-02-24,4,419.470001,425.589996,411.619995,3173200,416.290009
2017-02-24,5,18.74,19.43,18.379999,21164100,18.709999
2017-02-24,6,35.74197,36.151718,35.160576,7177800,35.57032
2017-02-24,7,247.699997,255.149994,245.610001,17803400,251.059998
2017-02-24,8,85.980003,88.5,85.68,9571600,87.339996
2017-02-24,9,134.960007,138.490005,132.059998,3368100,136.179993
2017-02-24,10,44.970001,48.16,44,33821900,46.650002
2017-02-24,11,75.910004,82.849998,74.169998,55719400,80.400002
2017-02-24,12,64.529999,64.989998,63.759998,112385200,64.010002
2017-02-24,13,13.09,15.61,12.5,12970600,14.79
2017-02-24,14,25.940001,26.43,25,1099900,25.07
2017-02-24,15,65.699997,66.93,65.550003,12821200,66.18
2017-02-24,16,6.4,6.65,6,37200,6.6
2017-02-24,17,61.470001,64.610001,61.009998,12496300,62.700001
2017-02-24,18,43.150002,43.360001,40.450001,20648800,40.82
2017-03-03,1,138.779999,139.979996,137.050003,101167500,138.679993
2017-03-03,2,13.55,13.58,12.38,473793700,13.33
2017-03-03,3,847.200012,856.400024,841.119995,11133800,853
2017-03-03,4,415.380005,417.570007,402.160004,3198500,410.480011
2017-03-03,5,18.75,19,18.33,18048500,18.690001
2017-03-03,6,35.426357,35.708748,34.745293,10784900,35.127354
2017-03-03,7,251.059998,254.770004,249.520004,14763900,250.179993
2017-03-03,8,87.370003,88.620003,86.25,9352600,86.889999
2017-03-03,9,135.740005,137.860001,130.25,2138500,133.039993
2017-03-03,10,46.740002,46.900002,43.98,14754100,44.669998
2017-03-03,11,80.599998,81.870003,80.559998,26559700,81.169998
2017-03-03,12,63.990002,65.199997,63.619999,96764900,64.730003
2017-03-03,13,14.83,15.52,13.95,8155900,15.32
2017-03-03,14,25.950001,28.17,25.9,2255800,26.860001
2017-03-03,15,66.260002,66.410004,65.019997,11627800,65.129997
2017-03-03,16,6.35,6.5,6,38600,6.4
2017-03-03,17,62.360001,63,59.349998,6259500,60.189999
2017-03-03,18,40.939999,44.599998,40.810001,22108800,43.59
2017-03-10,1,139.25,141.020004,138.639999,97267400,140.690002
2017-03-10,2,13.5,14.68,13.45,290449200,13.65
2017-03-10,3,857,857.349976,847.109985,10881200,853.419983
2017-03-10,4,411.350006,412.980011,397.809998,3403400,400.950012
2017-03-10,5,18.719999,19.360001,18.709999,18520400,19.309999
2017-03-10,6,34.955704,35.415283,34.584717,9359400,35.149502
2017-03-10,7,251.839996,251.899994,245.410004,13678800,248.220001
2017-03-10,8,87.360001,87.449997,83.050003,14199800,84.25
2017-03-10,9,134.699997,139.960007,133.419998,2303600,135.850006
2017-03-10,10,44.869999,45.099998,43.369999,11091700,44.310001
2017-03-10,11,81.559998,84,81.309998,22411700,83.220001
2017-03-10,12,65.110001,65.260002,64.150002,99426500,64.639999
2017-03-10,13,15.41,15.84,14.99,4557200,15.71
2017-03-10,14,27,27.809999,26.77,1172800,27.74
2017-03-10,15,65.519997,67.129997,65.199997,10598700,66.019997
2017-03-10,16,6.55,7.05,6.4,42700,6.9
2017-03-10,17,60.689999,62.34,60.040001,5661000,62.25
2017-03-10,18,43.720001,44.349998,41.939999,9441600,43.07
2017-03-17,1,141,142.800003,139.729996,151163400,140.919998
2017-03-17,2,13.62,14.5,13.36,494800000,13.79
2017-03-17,3,853.48999,862.799988,839.049988,14661700,847.380005
2017-03-17,4,400.899994,418.670013,394.190002,4055900,414.880005
2017-03-17,5,19.41,19.57,18.24,27801100,18.389999
2017-03-17,6,35.049835,35.852715,34.795128,9649100,35.542637
2017-03-17,7,249.679993,249.679993,229.160004,24920100,231.899994
2017-03-17,8,84.449997,84.769997,81.360001,12754700,83.169998
2017-03-17,9,135.479996,144.919998,133.809998,4406000,142.5
2017-03-17,10,44.549999,44.66,40.700001,14595000,41.610001
2017-03-17,11,83.620003,83.739998,81.709999,24861900,82.449997
2017-03-17,12,64.910004,65.5,64.120003,130407500,64.870003
2017-03-17,13,15.62,23.370001,14.96,34766300,22.530001
2017-03-17,14,28.35,30.959999,28.299999,3957800,30.5
2017-03-17,15,66.220001,68.25,65.989998,11727600,67.540001
2017-03-17,16,6.9,6.9,6.05,34100,6.05
2017-03-17,17,62.150002,62.849998,59.669998,4974000,60.77
2017-03-17,18,43.23,43.400002,40.869999,13716800,42.52
2017-03-24,1,141.5,144.5,138.619995,129742800,143.929993
2017-03-24,2,14.16,14.18,13.21,212202800,14.05
2017-03-24,3,851.679993,877.059998,833.5,15184200,876.340027
2017-03-24,4,414.820007,450,409.48999,5142900,443.920013
2017-03-24,5,18.370001,18.68,18.17,17280600,18.219999
2017-03-24,6,35.470654,35.653378,34.462902,7513800,35.088593
2017-03-24,7,233,233.699997,220.850006,25846100,231.220001
2017-03-24,8,83.639999,91.029999,83.410004,24849500,89.25
2017-03-24,9,142.449997,148.139999,141.139999,2501500,145.679993
2017-03-24,10,41.549999,46.5,41.18,14835600,46.450001
2017-03-24,11,82.519997,82.889999,81.040001,20015500,82.300003
2017-03-24,12,65.360001,65.980003,64.349998,90053400,65.709999
2017-03-24,13,22.51,24.879999,21.5,10516800,23.25
2017-03-24,14,30.27,30.76,29,1152200,29.15
2017-03-24,15,67.419998,68.290001,66.010002,11656100,66.360001
2017-03-24,16,6.5,6.5,6.05,16100,6.3
2017-03-24,17,60.98,63.52,59.779999,4941400,62.639999
2017-03-24,18,42.73,43.77,42,10338300,43.310001
2017-03-31,1,143.720001,145.460007,143.009995,108405700,143.660004
2017-03-31,2,14.1,14.75,12.83,389719700,13.27
2017-03-31,3,877,923.719971,876.650024,26217100,898.280029
2017-03-31,4,447.130005,459.450012,444.149994,4526600,450.290009
2017-03-31,5,18.25,18.379999,16.98,28961200,17.290001
2017-03-31,6,34.756367,36.146179,34.512733,14475200,35.481728
2017-03-31,7,230.529999,232.889999,225.570007,17850800,228.639999
2017-03-31,8,89.089996,89.800003,86.269997,11701100,88.720001
2017-03-31,9,145.740005,154.990005,139.720001,4786800,153.880005
2017-03-31,10,46.400002,47.029999,43.349998,15522700,44.720001
2017-03-31,11,82.010002,83.139999,81.260002,22529500,81.970001
2017-03-31,12,65.650002,66.349998,65.190002,93990700,65.730003
2017-03-31,13,23.24,24.07,20.73,10434700,21.040001
2017-03-31,14,29.200001,30.1,28.92,882000,29.790001
2017-03-31,15,66.339996,67.550003,65.800003,10459300,67.360001
2017-03-31,16,6.25,6.75,6.25,70300,6.65
2017-03-31,17,62.27,63.099998,60.380001,4559200,60.93
2017-03-31,18,43.380001,43.619999,41.349998,15916400,42.299999
2017-04-07,1,143.729996,144.179993,140.059998,104157900,141.050003
2017-04-07,2,13.33,13.68,12.22,268363600,12.31
2017-04-07,3,899.650024,911.23999,884.48999,15538600,884.669983
2017-04-07,4,494.725,513.4469879,489.775,4239400,509.9819945
2017-04-07,5,17.25,17.93,16.950001,28933100,17.889999
2017-04-07,6,35.431892,35.968994,35.182724,16232600,35.919159
2017-04-07,7,226.600006,229.789993,223.080002,15483100,223.320007
2017-04-07,8,88.629997,88.629997,87.019997,6183700,87.720001
2017-04-07,9,152.809998,155.600006,151.149994,2488500,153.110001
2017-04-07,10,44.52,46.82,44.150002,12044300,46.57
2017-04-07,11,81.910004,82.989998,81.050003,16903500,81.059998
2017-04-07,12,65.849998,65.959999,64.849998,85857700,64.949997
2017-04-07,13,20.860001,21.07,18,13618000,18.73
2017-04-07,14,29.059999,29.309999,28.879999,883100,28.99
2017-04-07,15,67.480003,67.589996,66.550003,7755100,67.139999
2017-04-07,16,6.7,7.85,6.4,150500,6.8
2017-04-07,17,61.009998,61.580002,59.459999,4845100,59.490002
2017-04-07,18,42.290001,42.630001,41.119999,14329800,41.360001
2017-04-14,1,141.479996,142.919998,140.449997,71927600,142.440002
2017-04-14,2,12.53,13.21,12.37,153827400,13.11
2017-04-14,3,887.5,910.5,887.5,11538500,902.059998
2017-04-14,4,511.5,531.85,507.8700132,3248960,526.2290165
2017-04-14,5,17.9,18.65,17.620001,22449800,17.9
2017-04-14,6,35.924694,36.135105,35.276855,10558400,35.393135
2017-04-14,7,223.899994,226.880005,213.179993,28251900,218.059998
2017-04-14,8,85,85.900002,82.720001,13194000,84.120003
2017-04-14,9,152.559998,154.449997,150.690002,1543600,154.220001
2017-04-14,10,46.240002,48.419998,45.610001,9075400,47.869999
2017-04-14,11,81.059998,83.559998,81.050003,14820800,83.290001
2017-04-14,12,65.040001,65.75,64.889999,81137200,65.5
2017-04-14,13,18.610001,19.719999,18.32,7539600,19.129999
2017-04-14,14,30.52,31.360001,30.32,1978900,30.91
2017-04-14,15,67.099998,67.809998,66.709999,7646600,67.150002
2017-04-14,16,7.05,7.1,6.2,63400,6.4
2017-04-14,17,59.66,62.299999,59.240002,3665200,62.029999
2017-04-14,18,41.720001,43,40.889999,9894600,42.709999
2017-04-21,1,142.440002,144.899994,141.850006,87614200,143.789993
2017-04-21,2,13.08,13.7,12.9,165663000,13.62
2017-04-21,3,902.669983,921.859985,896.77002,16838400,918.380005
2017-04-21,4,526.9,547.2280121,511.7200132,9747100,530.2
2017-04-21,5,17.879999,18.309999,17.530001,16133300,18.01
2017-04-21,6,35.415283,36.007751,35.304539,8659000,35.669991
2017-04-21,7,218.550003,229.360001,216.380005,19767200,225.809998
2017-04-21,8,84.059998,85.169998,82.879997,9519000,83.440002
2017-04-21,9,153.229996,162.25,151.550003,2332800,162.009995
2017-04-21,10,47.73,48.360001,46.799999,9332100,48.299999
2017-04-21,11,83.260002,85.760002,82.970001,26606300,85.269997
2017-04-21,12,65.669998,68.379997,65.449997,153697100,68.269997
2017-04-21,13,19.120001,19.639999,18.17,8878900,18.93
2017-04-21,14,30.870001,31.65,29.77,2359500,30
2017-04-21,15,66.970001,67.830002,66.940002,11348300,67.279999
2017-04-21,16,6.55,6.75,6.15,45300,6.25
2017-04-21,17,62.330002,65.160004,62.110001,4487300,64.599998
2017-04-21,18,42.68,45.310001,42.32,16091600,45.099998
2017-04-28,1,144.089996,148.089996,143.270004,168884400,146.529999
2017-04-28,2,13.73,13.76,9.85,604679600,10.1
2017-04-28,3,948.830017,954.400024,924.330017,22681100,937.530029
2017-04-28,4,530.0569945,539.7370143,512.588989,5160100,519.6399934
2017-04-28,5,18,18.530001,17.610001,18280200,18.33
2017-04-28,6,35.991142,37.513844,35.946842,13877400,37.15947
2017-04-28,7,225.309998,228.889999,220.929993,14521400,226.589996
2017-04-28,8,83.599998,85.93,81.419998,12567700,83.480003
2017-04-28,9,163.330002,163.75,155.720001,1477300,158.089996
2017-04-28,10,47.799999,50.220001,47.290001,12411300,49.139999
2017-04-28,11,85.160004,86,84.050003,20029700,85.400002
2017-04-28,12,68.910004,69.709999,67.690002,146086700,68.809998
2017-04-28,13,19,19.280001,18.27,6241600,18.58
2017-04-28,14,31.43,31.700001,31.25,1713000,31.67
2017-04-28,15,67.260002,67.370003,66.139999,13517200,66.959999
2017-04-28,16,6.5,6.65,6.15,36700,6.2
2017-04-28,17,64.599998,66.279999,63.299999,5120500,65.970001
2017-04-28,18,45.200001,46.23,43.66,14308900,45.889999
2017-05-05,1,146.759995,154.880005,146.759995,168271300,153.949997
2017-05-05,2,10.13,11.26,9.94,276819800,11.07
2017-05-05,3,940.52002,957.890015,930.299988,13834800,947.619995
2017-05-05,4,519.8489956,540.7600066,513.1280121,4186380,537.3719879
2017-05-05,5,18.389999,20.51,17.77,54837200,19.6
2017-05-05,6,37.342194,37.541527,36.478405,10885700,37.259136
2017-05-05,7,226.880005,227.470001,222.149994,11968700,224.759995
2017-05-05,8,83.599998,85.900002,83.129997,8147100,85.290001
2017-05-05,9,158.229996,160.639999,152.059998,2439800,155.179993
2017-05-05,10,49.32,50.040001,45.799999,19373400,46.209999
2017-05-05,11,85.699997,86.25,84.18,24339000,84.699997
2017-05-05,12,68.900002,69.559998,68.120003,107320500,68.459999
2017-05-05,13,18.59,19.610001,17.33,9195400,19.41
2017-05-05,14,31.67,32.450001,31.52,2261100,32.389999
2017-05-05,15,67.190002,67.370003,65.330002,12830800,65.919998
2017-05-05,16,6.2,6.5,6.05,32900,6.15
2017-05-05,17,66.199997,67.769997,65.889999,4110600,67.230003
2017-05-05,18,45.860001,50.950001,45.509998,22879000,45.630001
2017-05-12,1,154.699997,156.649994,149.710007,162921100,152.539993
2017-05-12,2,11.2,12.77,10.81,519834100,11.28
2017-05-12,3,954.5,970.059998,944.119995,20107500,958.48999
2017-05-12,4,539.5059901,548.9,523.6440099,4177910,533.213989
2017-05-12,5,19.6,19.700001,18.23,23602200,18.629999
2017-05-12,6,37.314507,37.790699,35.963455,21348000,35.963455
2017-05-12,7,223.490005,226.820007,213.119995,18663000,215.160004
2017-05-12,8,85.209999,85.220001,81.099998,9191500,81.260002
2017-05-12,9,154.75,157.330002,146.830002,2486100,149.139999
2017-05-12,10,43.57,43.59,40.279999,34065300,40.66
2017-05-12,11,84.699997,86.199997,83.629997,26204100,84.050003
2017-05-12,12,68.610001,69.440002,67.139999,140950500,67.709999
2017-05-12,13,19.4,19.959999,18.51,5573400,19.540001
